Date,Open,High,Low,Close,Volume,Adj Close
8/5/2015,121.769997,121.910004,121.190002,121.650002,7574300,121.650002
8/4/2015,123.160004,123.32,122.459999,122.57,6448800,122.57
8/3/2015,122.32,123.75,122.32,123.550003,11753700,123.550003
7/31/2015,122.440002,122.900002,122.059998,122.529999,9178400,122.262995
7/30/2015,121.209999,121.940002,121.150002,121.629997,6146600,121.364955
7/29/2015,121.019997,121.169998,120.419998,120.739998,6706400,120.476895
7/28/2015,121.160004,121.57,120.900002,121.150002,9128200,120.886005
7/27/2015,122.190002,122.290001,121.480003,122.040001,8172000,121.774065
7/24/2015,121.5,121.550003,120.919998,121.389999,7307900,121.12548
7/23/2015,119.599998,121.199997,119.449997,121.089996,9087700,120.826131
7/22/2015,119.010002,119.900002,118.949997,119.599998,6228900,119.33938
7/21/2015,117.68,118.93,117.660004,118.860001,5627500,118.600994
7/20/2015,118.290001,118.650002,117.900002,118.220001,5941000,117.96239
7/17/2015,118.370003,118.889999,118.360001,118.720001,7404900,118.4613
7/16/2015,116.889999,118.160004,116.870003,118.110001,7306500,117.852629
7/15/2015,116.110001,117.550003,116.040001,117.290001,8720400,117.034416
7/14/2015,116.019997,116.269997,115.660004,116.07,4227800,115.817073
7/13/2015,115.389999,116.459999,115.389999,115.690002,8006700,115.437904
7/10/2015,116.040001,116.720001,115.760002,116.050003,13636600,115.79712
7/9/2015,118.699997,119.120003,117.849998,117.919998,11108900,117.66304
7/8/2015,120.019997,120.57,119.5,120.290001,9951800,120.027879
7/7/2015,119.660004,120.489998,118.949997,119.260002,16160100,119.000124
7/6/2015,118.050003,118.650002,117.059998,118.150002,10605800,117.892542
7/2/2015,116.32,116.660004,115.879997,116.07,6682100,115.817073
7/1/2015,115.82,116.360001,115.43,115.620003,12451500,115.368057
6/30/2015,117.400002,118.699997,117.330002,117.529999,13469000,117.016459
6/29/2015,116.959999,118.669998,116.459999,118.209999,17132900,117.693488
6/26/2015,115.669998,115.870003,114.879997,115.230003,11673000,114.726513
6/25/2015,116.589996,117.080002,116.190002,116.540001,8287800,116.030787
6/24/2015,116.510002,117.169998,116.160004,116.949997,8600400,116.438991
6/23/2015,115.730003,116.959999,115.690002,115.949997,8945100,115.443361
6/22/2015,117.839996,118.139999,116.589996,116.650002,9769000,116.140307
